LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
202,2797,100026,12,17,2,10.2,14.6,2.0,22.7,"£45,149"
202,2841,100027,16,18,5,13.2,13.6,3.7,17.9,"£44,770"
202,2842,130342,13,19,6,11.4,13.3,4.2,20.7,"£44,118"
202,2843,132245,34,20,8,33.2,18.8,8.0,19.0,"£43,382"
202,3323,100028,11,7,3,10.3,5.6,2.3,18.2,"£38,976"
202,3327,100029,14,14,4,13.0,11.5,3.3,17.2,"£40,513"
202,3340,100030,14,14,7,13.5,13.7,6.4,18.6,"£40,841"
202,3352,100031,11,12,4,11.0,7.6,4.0,21.2,"£37,007"
202,3359,100032,14,16,5,12.2,12.8,4.9,14.8,"£38,779"
202,3361,100033,14,11,2,10.8,7.7,2.0,19.3,"£40,415"
202,3370,100034,17,26,3,13.9,17.3,2.9,16.9,"£45,310"
202,3391,100035,19,17,5,16.4,11.6,4.2,20.4,"£47,522"
202,3398,100036,12,15,4,11.6,11.3,2.4,18.9,"£46,540"
202,3400,100037,14,13,2,12.8,11.5,2.0,31.0,"£43,263"
202,3401,100038,11,14,4,10.7,11.3,2.9,NA,"£35,093"
202,3429,100039,17,11,9,16.5,8.7,8.4,16.8,"£41,645"
202,3441,100040,16,11,2,15.8,11.0,1.8,13.7,"£40,731"
202,3482,100041,14,9,4,12.9,8.1,4.0,17.1,"£40,330"
202,3517,100042,14,8,6,13.4,7.9,5.7,17.0,"£43,232"
202,3521,100043,12,16,4,11.6,15.4,4.0,20.3,"£41,657"
202,3546,100044,8,10,2,7.8,8.1,2.0,22.6,"£47,626"
202,3560,100045,13,11,5,10.9,9.9,3.8,21.1,"£46,964"
202,3568,100046,13,13,2,10.9,10.0,2.0,19.0,"£45,769"
202,3649,100047,16,12,4,14.8,12.0,3.1,14.2,"£48,308"
202,3655,100048,11,8,6,11.0,7.4,6.0,20.2,"£44,691"
202,4000,137181,96,33,31,91.9,30.3,29.0,11.4,"£42,597"
202,4104,100049,83,17,30,81.8,15.7,28.1,14.0,"£49,579"
202,4166,100050,92,7,23,89.4,7.0,22.7,12.3,"£42,520"
202,4196,100051,59,16,23,59.0,14.6,22.3,14.9,"£43,812"
202,4275,100052,96,20,32,93.1,17.3,26.9,13.5,"£44,444"
202,4285,100053,76,21,37,72.7,18.7,29.3,13.2,"£45,657"
202,4611,100054,82,9,30,66.5,6.2,25.0,15.3,"£46,798"
202,4652,100055,45,10,20,44.0,10.0,19.7,14.6,"£48,574"
202,4688,100056,67,6,19,62.0,3.8,17.6,13.0,"£49,514"
202,5401,100059,88,13,30,78.6,11.6,25.5,14.3,"£47,084"
203,2018,143211,24,27,10,24.0,20.0,7.3,18.6,"£36,312"
203,2024,100112,20,19,13,17.6,14.8,10.4,12.0,"£42,168"
203,2028,100113,49,39,12,44.0,25.4,10.1,18.3,"£41,067"
203,2071,100114,20,24,8,18.1,17.6,6.8,21.3,"£49,162"
203,2106,100115,15,21,4,12.9,14.9,3.1,18.4,"£38,813"
203,2174,100120,25,32,9,23.8,17.7,6.1,18.4,"£37,716"
203,2228,100125,21,14,8,20.0,5.9,7.5,20.6,"£41,147"
203,2242,100126,24,29,4,22.8,20.2,4.0,18.2,"£42,896"
203,2258,100127,21,28,5,18.2,16.3,4.9,23.9,"£40,520"
203,2266,100128,20,27,26,19.0,18.5,22.7,14.2,"£38,630"
203,2271,100129,16,16,5,14.8,15.0,4.8,21.7,"£41,303"
203,2275,100130,20,25,9,17.8,15.6,6.2,21.7,"£35,312"
203,2299,100131,22,18,8,20.7,12.8,5.9,20.3,"£41,598"
203,2313,100132,25,24,10,22.7,17.6,6.3,18.2,"£37,132"
203,2325,100134,30,24,9,28.0,18.8,6.3,18.2,"£33,937"
203,2353,100136,28,22,9,28.0,13.4,8.2,14.4,"£39,218"
203,2410,100137,18,13,11,15.8,10.3,5.6,14.1,"£44,762"
203,2471,100140,46,43,24,41.0,34.0,12.8,17.8,"£45,382"
203,2552,100141,21,24,7,20.4,17.9,6.0,22.8,"£36,073"
203,2598,100142,13,13,5,11.4,8.5,3.2,19.6,"£42,735"
203,2656,100145,38,25,10,37.5,18.6,9.2,15.2,"£38,040"
203,2662,100146,24,35,5,20.2,25.1,4.0,21.3,"£44,646"
203,2790,143210,13,7,5,11.0,6.2,4.0,20.9,"£40,250"
203,2798,100149,22,22,4,18.6,15.1,2.8,23.5,"£43,194"
203,2801,100150,32,27,9,30.3,17.0,7.9,14.2,"£40,340"
203,2804,100151,15,15,6,13.9,8.5,5.1,15.6,"£40,063"
203,2813,100152,32,37,9,29.4,32.3,8.3,19.3,"£42,757"
203,2851,100154,21,17,7,18.5,8.3,5.0,15.7,"£41,222"
203,2877,100155,26,26,10,22.4,19.6,9.0,20.7,"£48,127"
203,2885,100156,39,49,12,37.6,39.4,9.5,17.6,"£46,717"
203,2890,143079,16,17,5,15.5,12.3,4.0,42.2,"£44,666"
203,2900,100158,43,33,25,40.0,22.5,15.8,21.2,"£40,081"
203,2901,100159,27,31,8,24.0,27.4,7.2,17.0,"£40,491"
203,2902,100160,15,11,8,13.1,7.6,7.0,17.6,"£41,717"
203,2915,100162,16,14,4,11.6,7.4,3.9,19.0,"£40,825"
203,2916,100163,25,29,25,22.8,18.6,21.5,20.2,"£49,041"
203,2917,100164,14,25,11,14.0,18.3,10.0,32.0,"£41,542"
203,2918,130921,22,32,6,21.4,21.4,5.1,19.8,"£44,468"
203,2919,143209,23,25,9,21.2,16.1,7.7,19.4,"£37,941"
203,2920,131183,46,25,12,40.0,19.9,10.7,16.4,"£43,183"
203,2921,131246,44,47,11,37.0,29.9,8.2,18.2,"£40,310"
203,2922,131841,36,43,7,33.2,27.7,6.2,17.7,"£39,971"
203,2923,132837,27,22,11,24.6,12.5,8.2,18.7,"£46,385"
203,2924,132800,26,26,7,25.3,17.8,5.7,17.3,"£36,455"
203,2925,132827,26,20,26,25.6,15.5,17.4,18.7,"£39,598"
203,3322,100165,15,16,7,14.3,11.5,4.9,13.1,"£44,062"
203,3331,100166,8,10,5,7.8,6.4,3.3,27.1,"£43,785"
203,3338,100167,19,19,6,17.6,12.8,3.6,17.9,"£39,411"
203,3382,100168,16,14,6,12.0,10.0,3.7,20.8,"£46,177"
203,3481,100169,11,15,2,10.2,10.9,1.7,20.2,"£43,628"
203,3500,100170,14,17,6,11.0,10.0,4.4,26.2,"£42,974"
203,3526,100171,43,41,16,42.4,30.5,11.2,16.8,"£40,825"
203,3535,100172,18,20,6,16.6,13.1,4.4,26.5,"£41,899"
203,3561,100173,19,11,4,15.8,8.5,3.0,21.6,"£39,196"
203,3577,100174,10,1,5,9.1,1.0,4.5,24.9,"£47,853"
203,3585,100175,9,10,4,7.3,8.5,3.3,28.7,"£40,537"
203,3604,100176,12,9,3,11.1,6.0,1.9,18.3,"£43,750"
203,3632,100177,22,32,7,18.8,21.7,6.8,18.7,"£39,369"
203,3657,100178,13,12,10,12.4,10.0,6.2,18.4,"£45,638"
203,3662,100179,13,8,4,10.2,7.2,3.4,19.9,"£46,120"
203,3666,100180,12,13,4,11.6,9.2,4.0,19.4,"£44,201"
203,3668,100181,12,10,3,11.6,7.3,2.9,19.0,"£38,753"
203,3670,131109,30,44,25,27.6,39.1,23.9,23.1,"£42,657"
203,4000,138449,99,36,11,95.8,27.3,11.0,11.2,"£45,256"
203,4001,138245,NA,NA,NA,NA,NA,NA,NA,NA
203,4002,139786,26,2,7,25.6,2.0,7.0,NA,"£43,826"
203,4003,142608,6,7,1,6.0,4.9,0.5,15.7,"£44,484"
203,4077,100182,70,15,20,66.4,11.1,16.7,17.4,"£45,371"
203,4130,100183,114,33,53,102.1,30.5,42.1,14.1,"£42,890"
203,4243,137473,91,36,34,88.4,28.5,29.7,12.9,"£42,952"
203,4250,141163,125,32,35,116.0,24.9,31.3,12.6,"£46,019"
203,4271,141309,114,44,32,109.6,33.7,30.8,15.1,"£45,044"
203,4294,100190,125,39,38,118.6,38.1,36.9,15.5,"£45,755"
203,4508,100192,87,26,30,83.3,18.5,26.6,14.9,"£46,057"
203,4682,100193,44,7,17,42.6,5.3,14.9,14.4,"£45,236"
203,4716,141716,44,10,20,37.4,8.8,17.0,16.4,"£46,534"
203,4717,138966,NA,NA,NA,NA,NA,NA,NA,NA
203,5200,100197,32,43,7,29.5,27.2,6.5,22.3,"£45,090"
203,6905,105135,101,33,21,95.8,27.8,18.7,12.4,"£40,998"
204,2000,138241,16,9,2,12.5,4.4,1.5,9.9,"£31,304"
204,2001,139814,23,26,9,22.6,23.1,8.2,19.9,"£37,191"
204,2002,140426,5,2,4,5.0,2.0,4.0,16.0,"£36,213"
204,2003,141750,8,4,3,7.4,2.6,1.9,8.4,"£47,069"
204,2004,142112,7,5,1,7.0,5.0,1.0,14.1,"£41,011"
204,2048,100218,26,30,11,25.6,23.3,10.2,17.5,"£41,451"
204,2120,100221,15,12,5,15.0,8.0,4.7,14.6,"£37,927"
204,2150,100223,33,26,23,32.5,23.9,18.5,18.6,"£38,101"
204,2155,100224,21,22,17,20.4,17.9,9.4,16.4,"£40,840"
204,2238,100225,30,30,12,29.0,26.7,9.2,15.6,"£38,837"
204,2376,100229,25,27,7,23.3,21.8,5.4,19.4,"£42,613"
204,2388,100230,33,20,6,30.9,15.5,4.3,14.3,"£39,728"
204,2421,100231,36,41,14,33.3,35.4,12.5,19.5,"£43,330"
204,2431,100232,25,20,12,24.1,17.9,10.1,18.6,"£38,561"
204,2444,141576,26,21,7,26.0,16.0,5.6,17.2,"£38,654"
204,2450,100234,31,23,17,28.3,21.0,16.2,19.6,"£41,239"
204,2487,100235,27,28,8,25.6,24.9,5.3,19.3,"£37,467"
204,2489,100236,26,27,6,25.2,23.8,5.9,16.4,"£39,133"
204,2532,100239,23,21,9,22.6,15.0,7.7,18.5,"£40,351"
204,2533,130302,24,28,7,24.0,21.7,6.4,18.4,"£40,345"
204,2534,130303,36,36,10,34.8,28.2,7.8,16.1,"£40,900"
204,2539,100240,25,30,10,23.3,22.5,6.9,17.6,"£46,146"
204,2545,100241,22,20,10,21.6,15.3,9.8,20.3,"£38,570"
204,2564,100242,23,20,9,23.0,18.3,8.2,18.0,"£38,129"
204,2592,100243,20,27,17,19.8,24.8,10.1,21.4,"£40,120"
204,2615,100244,23,28,13,22.8,21.7,11.5,18.6,"£43,461"
204,2636,100245,29,21,15,27.9,17.2,10.8,13.9,"£40,075"
204,2654,100248,26,15,11,26.0,12.7,7.4,22.2,"£36,812"
204,2779,100250,21,19,5,18.7,13.2,4.5,12.4,"£49,165"
204,2795,100251,27,22,9,24.8,17.7,8.2,16.5,"£42,216"
204,2856,100252,15,13,10,12.3,8.5,4.1,18.9,"£49,626"
204,2859,100253,27,35,16,27.0,18.7,11.2,16.9,"£38,747"
204,2860,100254,14,9,6,13.6,6.4,4.9,16.7,"£41,898"
204,2861,100255,11,13,7,11.0,9.4,4.7,20.0,"£39,832"
204,2862,100256,25,17,16,23.1,14.8,15.2,17.0,"£41,100"
204,2863,100257,14,21,5,11.8,13.0,3.3,19.2,"£37,786"
204,2864,100258,25,14,16,24.2,10.8,9.8,19.0,"£43,329"
204,2865,100259,16,14,5,14.2,10.6,4.0,15.9,"£34,522"
204,2872,100260,24,25,10,21.9,15.7,8.6,19.4,"£41,117"
204,2896,100261,26,19,6,25.0,15.7,5.9,16.4,"£38,223"
204,2897,130932,30,23,6,26.9,15.3,4.9,16.3,"£40,289"
204,2898,131141,16,13,4,16.0,12.0,4.0,18.3,"£38,817"
204,2899,131706,24,20,7,22.3,13.7,5.8,19.1,"£40,251"
204,2900,133669,24,17,5,23.6,14.0,5.0,17.9,"£41,785"
204,3000,132137,18,18,6,14.9,15.7,3.8,17.7,"£44,356"
204,3358,100263,19,13,9,19.0,12.2,7.3,12.4,"£46,081"
204,3371,100264,11,13,5,11.0,10.5,4.5,20.6,"£43,602"
204,3458,100266,24,9,5,22.1,8.1,4.9,14.4,"£39,087"
204,3543,100267,17,10,5,16.4,8.1,4.6,16.0,"£37,063"
204,3553,100268,11,10,7,11.0,8.1,6.2,21.7,"£42,018"
204,3572,100269,12,7,5,11.5,5.3,4.1,18.5,"£43,190"
204,3616,100270,12,6,6,12.0,4.8,5.1,17.5,"£42,285"
204,3618,100271,16,9,3,14.6,7.4,3.0,15.1,"£40,457"
204,3659,100274,15,10,8,13.2,8.1,5.6,16.1,"£42,339"
204,3663,100275,12,9,6,11.1,3.9,4.9,13.9,"£47,502"
204,3664,134639,13,3,4,10.4,2.6,3.3,15.5,"£39,615"
204,3665,142255,23,9,5,23.0,7.9,5.0,19.3,"£35,470"
204,3666,121792,17,10,4,16.0,8.5,3.8,15.0,"£37,693"
204,4000,138143,30,8,5,14.6,2.4,2.8,8.5,"£36,563"
204,4002,139595,37,7,12,36.7,5.5,11.6,10.3,"£41,936"
204,4003,140210,42,15,10,39.1,15.0,8.2,11.0,"£38,363"
204,4283,100277,82,14,30,78.1,10.5,23.9,12.2,"£43,620"
204,4302,137442,81,18,25,78.5,17.6,23.7,14.7,"£43,404"
204,4310,100279,119,37,46,115.1,29.8,40.1,14.1,"£44,205"
204,4318,133599,63,23,30,28.9,11.4,16.8,10.4,"£32,653"
204,4641,100282,62,4,16,57.6,4.0,15.0,13.0,"£49,131"
204,4697,100284,64,11,19,61.6,9.6,18.7,13.7,"£48,436"
204,4714,100285,88,12,25,84.8,11.6,24.1,12.5,"£43,236"
204,6905,134693,132,35,41,121.2,32.3,36.3,10.8,"£42,909"
204,6906,131062,105,36,32,104.0,35.4,31.8,11.2,"£41,115"
204,6907,131609,83,19,38,79.5,19.0,37.8,13.5,"£47,335"
204,6908,135835,112,81,6,104.2,69.7,6.0,10.4,"£43,575"
204,6909,136137,73,28,25,72.3,28.0,25.0,14.0,"£43,004"
205,2000,137331,11,8,4,11.0,5.6,4.0,16.4,"£34,936"
205,2001,139546,12,10,4,10.6,10.0,2.6,22.6,"£39,392"
205,2002,100321,26,19,11,24.8,14.2,9.2,16.4,"£38,248"
205,2003,139820,21,17,4,19.4,13.7,4.0,16.4,"£42,837"
205,2004,140811,7,3,2,5.5,3.0,0.5,15.8,"£46,031"
205,2005,141685,13,5,2,13.0,4.5,2.0,14.4,"£42,336"
205,2026,100322,13,10,5,12.3,8.3,4.6,17.6,"£44,718"
205,2045,138680,12,6,5,11.2,5.9,4.3,17.5,"£40,195"
205,2061,100324,27,17,9,25.9,12.0,7.6,17.7,"£40,988"
205,2134,100326,16,13,12,15.2,9.4,10.4,15.9,"£45,029"
205,2223,100328,14,9,6,13.4,8.8,5.5,15.3,"£41,340"
205,2286,143213,22,23,8,20.4,16.1,7.3,15.1,"£40,122"
205,2309,142256,13,7,7,11.8,6.1,7.0,18.7,"£45,666"
205,2350,100331,15,11,3,13.3,8.0,3.0,16.6,"£42,966"
205,2383,140634,11,7,4,9.6,5.6,4.0,18.8,"£50,288"
205,2408,100334,27,40,19,23.9,21.8,14.9,16.9,"£43,990"
205,2444,100335,21,19,9,20.2,10.7,8.6,18.2,"£45,057"
205,2484,143212,15,13,6,14.6,8.9,5.5,15.4,"£43,364"
205,2555,100338,24,17,12,23.2,10.2,11.2,15.1,"£41,734"
205,2577,143214,18,23,5,16.3,18.6,4.4,17.2,"£42,028"
205,2632,100340,27,14,10,25.0,9.9,8.0,17.2,"£40,047"
205,2660,100341,28,14,12,27.4,11.9,10.8,16.2,"£41,729"
205,2913,141902,16,12,6,14.1,9.1,5.8,16.0,"£39,622"
205,3300,100344,13,7,8,11.3,3.4,5.5,20.0,"£43,941"
205,3354,100345,27,25,6,25.4,19.4,5.6,21.6,"£40,495"
205,3368,100346,11,13,4,10.6,9.2,3.1,22.5,"£38,712"
205,3378,100347,14,8,4,10.1,5.7,3.5,20.9,"£45,491"
205,3463,100349,23,18,7,21.0,11.5,5.5,18.4,"£37,553"
205,3529,100350,13,9,5,11.2,5.8,4.8,19.6,"£40,761"
205,3566,100351,15,19,5,13.2,14.3,3.3,17.0,"£41,074"
205,3578,100352,11,12,5,9.5,7.7,4.3,22.3,"£41,166"
205,3600,100353,17,18,6,15.4,12.2,5.5,24.5,"£44,532"
205,3602,100354,13,6,6,10.9,3.5,5.7,22.8,"£41,936"
205,3645,100355,19,16,3,18.3,13.7,2.3,16.4,"£37,765"
205,3648,100357,27,7,4,25.4,4.4,4.0,13.1,"£42,101"
205,3649,134009,28,19,9,25.0,11.2,5.5,17.7,"£43,263"
205,3650,134273,21,3,9,20.6,2.6,8.4,10.4,"£44,720"
205,4000,136750,48,5,11,48.0,5.0,11.0,14.8,"£41,882"
205,4001,141135,NA,NA,NA,NA,NA,NA,NA,NA
205,4002,141617,25,5,17,23.6,4.0,16.1,15.5,"£45,010"
205,4003,142873,NA,NA,NA,NA,NA,NA,NA,NA
205,4004,143129,56,11,10,54.6,9.3,9.6,14.0,"£44,636"
205,4106,139364,35,10,16,34.3,9.5,16.0,12.0,"£48,537"
205,4315,139365,47,5,17,46.6,4.8,16.0,13.2,"£49,222"
205,4320,133545,59,9,31,51.1,7.9,28.0,16.7,"£46,280"
205,4620,137935,66,4,20,65.2,4.0,18.7,15.7,"£44,899"
205,4632,138607,59,6,16,53.4,4.6,14.6,13.9,"£44,738"
205,5400,137157,119,17,25,87.5,11.7,21.4,15.3,"£42,912"
205,6905,131752,104,22,28,102.2,20.9,26.0,12.1,"£40,825"
205,6906,136172,59,7,22,58.2,7.0,21.7,13.6,"£37,870"
206,2000,140495,13,6,6,11.8,5.3,3.4,15.1,"£37,278"
206,2015,100397,24,10,23,20.9,7.9,20.1,19.9,"£36,350"
206,2128,100401,17,6,6,17.0,6.0,4.5,11.7,"£39,807"
206,2166,100402,16,15,8,14.7,9.2,6.9,20.2,"£42,811"
206,2170,100403,30,19,10,25.5,14.7,8.4,18.0,"£36,888"
206,2251,100405,14,11,5,12.6,7.8,3.8,18.7,"£46,625"
206,2261,100406,34,41,22,31.0,24.0,12.4,15.6,"£43,006"
206,2279,100407,19,14,7,17.3,9.5,5.4,19.4,"£43,389"
206,2282,100408,16,11,17,16.0,10.4,15.8,20.3,"£37,373"
206,2379,100411,36,23,5,35.0,19.2,4.0,11.7,"£41,087"
206,2429,100415,13,7,5,12.1,5.8,5.0,22.1,"£46,655"
206,2455,100418,18,22,18,16.6,16.1,12.2,20.8,"£43,925"
206,2515,100422,13,8,20,12.0,7.5,17.7,20.5,"£44,955"
206,2596,100425,22,19,5,22.0,16.8,4.2,20.0,"£41,158"
206,2624,100426,14,13,9,13.2,8.2,7.4,17.1,"£43,423"
206,2643,137566,26,15,5,23.3,12.8,2.7,19.3,"£46,380"
206,2646,100428,15,10,10,14.8,8.3,10.0,15.8,"£44,726"
206,2666,100429,25,19,4,22.4,17.5,4.0,20.6,"£39,665"
206,2803,100430,21,13,6,17.6,12.1,4.4,18.5,"£45,570"
206,2805,100431,22,15,16,21.4,12.8,12.8,18.3,"£35,287"
206,2809,100432,26,20,6,23.1,16.1,5.4,19.0,"£38,269"
206,2850,100434,24,23,37,22.4,15.4,32.4,22.1,"£35,515"
206,2851,100435,23,45,28,22.2,22.9,22.9,20.9,"£45,166"
206,2852,131218,25,19,11,23.9,14.5,8.8,19.5,"£41,416"
206,2853,131325,22,27,10,22.0,22.9,9.3,20.3,"£35,398"
206,2854,131773,23,18,8,21.4,12.4,6.4,21.6,"£42,750"
206,2855,131842,28,10,18,27.2,9.0,12.8,16.4,"£32,994"
206,2856,131741,21,17,7,20.1,12.4,6.9,18.7,"£37,234"
206,2857,131740,18,17,8,18.0,11.3,7.3,22.4,"£38,127"
206,3334,100436,14,8,5,12.4,6.5,4.7,17.7,"£36,819"
206,3384,100437,28,22,7,24.7,16.3,6.1,18.3,"£44,207"
206,3456,100438,17,12,5,16.6,7.5,4.4,18.0,"£41,059"
206,3465,100439,10,11,17,10.0,8.1,4.6,21.8,"£35,523"
206,3471,100440,10,13,2,9.4,9.5,2.0,22.4,"£36,362"
206,3483,100441,25,15,5,24.6,13.6,4.3,18.8,"£34,588"
206,3488,100442,10,9,5,9.4,7.6,3.9,21.1,"£45,064"
206,3495,100443,14,10,5,12.3,8.4,4.4,18.9,"£48,116"
206,3501,100444,13,14,4,11.8,11.7,4.0,20.0,"£39,197"
206,3527,100446,13,11,2,12.2,6.0,2.0,15.2,"£41,249"
206,3575,100447,12,9,6,11.2,7.3,4.8,20.1,"£43,783"
206,3606,100448,11,8,7,10.6,7.5,4.6,19.2,"£42,065"
206,3631,100449,24,14,8,21.4,10.2,6.1,20.4,"£43,923"
206,3633,100450,22,18,7,21.4,15.0,6.7,17.3,"£39,167"
206,3643,100451,12,15,6,11.7,7.6,4.2,18.5,"£43,946"
206,3644,137393,24,17,12,24.0,13.2,11.3,15.6,"£37,447"
206,4000,139793,16,2,13,12.5,1.3,11.4,6.2,"£36,533"
206,4108,100452,98,16,23,95.3,15.6,22.7,12.5,"£36,068"
206,4112,100453,60,15,19,59.8,14.5,18.0,13.2,"£46,732"
206,4307,100455,62,10,13,60.2,9.3,11.7,12.7,"£43,594"
206,4324,100457,59,4,18,54.8,4.0,15.9,16.0,"£51,137"
206,4325,131690,43,17,21,41.4,16.7,19.2,14.0,"£45,671"
206,4614,100458,72,7,15,69.6,5.8,13.7,13.2,"£46,569"
206,4651,100459,69,9,20,67.4,8.0,19.0,16.3,"£49,167"
206,4704,100460,29,4,9,28.4,4.0,8.8,12.3,"£46,872"
206,6905,134314,103,29,34,98.2,22.0,30.1,12.8,"£40,589"
206,6906,135587,55,7,24,54.4,6.9,22.8,12.6,"£41,547"
207,2000,139645,25,15,3,24.6,12.1,2.9,14.5,"£41,608"
207,2001,140213,3,1,2,2.8,1.0,2.0,10.7,SUPP
207,2021,100477,19,20,2,19.0,18.5,2.0,11.8,"£39,210"
207,2030,100478,28,30,6,26.0,24.3,5.5,13.5,"£39,649"
207,2050,100479,16,25,7,15.6,21.0,5.7,20.2,"£43,785"
207,2060,100480,32,25,9,26.5,15.9,6.9,16.5,"£40,529"
207,2121,100481,27,34,9,26.6,25.9,7.5,15.0,"£39,120"
207,2229,100482,35,26,5,31.7,23.6,5.0,10.6,"£41,521"
207,2399,100483,20,24,5,19.0,18.0,5.0,18.1,"£40,962"
207,2452,100485,27,20,10,25.9,14.2,9.6,15.4,"£42,910"
207,2456,100486,16,10,9,15.2,9.8,7.3,14.1,"£38,999"
207,2538,100487,26,20,7,24.4,16.2,6.2,15.2,"£42,371"
207,2594,100488,17,12,4,15.7,8.2,3.3,15.0,"£42,439"
207,3321,100489,14,17,3,12.4,13.0,2.8,16.9,"£45,008"
207,3356,100490,11,11,8,10.6,6.7,6.0,19.2,"£47,322"
207,3379,100491,14,11,2,12.1,7.8,1.8,17.4,"£41,630"
207,3402,100492,15,15,4,14.9,11.7,3.0,15.8,"£46,811"
207,3417,100493,19,11,2,18.5,6.9,2.0,11.3,"£37,120"
207,3437,100494,19,15,4,16.4,11.1,3.1,15.9,"£49,724"
207,3455,100495,13,19,5,12.1,13.1,3.4,18.2,"£40,212"
207,3477,100496,14,9,10,12.6,7.7,5.8,17.7,"£46,712"
207,3504,100497,14,10,3,13.2,5.9,3.0,15.8,"£44,651"
207,3541,100498,14,16,7,14.0,13.0,6.1,12.8,"£39,174"
207,3542,100499,23,20,6,20.5,16.1,4.8,16.6,"£44,434"
207,3613,100500,14,15,6,13.6,10.0,5.7,17.7,"£50,017"
207,4000,140212,61,16,20,61.0,16.0,19.6,10.5,"£40,708"
207,4320,140134,74,8,18,73.0,8.0,18.0,18.6,"£46,657"
207,4681,100502,51,3,19,44.1,2.0,18.4,13.7,"£46,016"
207,4801,100503,33,11,16,32.6,10.6,14.8,13.1,"£42,649"
207,5200,100504,17,8,7,14.0,6.2,5.6,15.9,"£31,914"
207,5201,100505,23,15,8,21.6,7.9,6.6,15.1,"£43,933"
207,5402,141931,111,9,25,84.3,7.2,22.5,11.4,"£41,918"
207,6905,135531,78,14,28,76.8,13.1,25.3,13.8,"£42,223"
208,2022,100556,15,11,8,12.8,8.7,5.8,17.4,"£50,056"
208,2115,100560,29,18,16,24.7,11.7,13.4,18.0,"£43,453"
208,2265,100564,33,20,9,32.4,15.7,8.2,17.1,"£43,621"
208,2292,100566,25,8,15,23.5,8.0,11.6,14.7,"£41,606"
208,2295,100567,51,47,30,46.4,38.7,22.2,19.2,"£41,311"
208,2331,100572,28,29,17,27.0,28.4,17.0,16.5,"£35,958"
208,2332,137430,16,12,4,14.6,8.2,3.4,16.1,"£45,842"
208,2359,100574,50,92,20,48.6,79.6,19.6,18.1,"£48,111"
208,2371,100576,37,22,15,37.0,18.8,11.9,11.2,"£43,311"
208,2459,100577,19,23,2,18.1,21.3,2.0,18.3,"£48,939"
208,2504,100578,23,19,8,22.4,12.0,8.0,15.7,"£41,525"
208,2575,100584,19,13,9,17.6,11.5,6.9,19.1,"£44,511"
208,2578,100585,42,20,14,35.9,14.6,12.4,16.4,"£44,959"
208,2591,100586,24,19,11,22.6,15.1,9.5,17.8,"£39,953"
208,2617,100588,18,18,9,15.2,14.0,8.0,15.0,"£51,329"
208,2626,100589,14,17,2,13.5,14.5,2.0,19.1,"£42,391"
208,2657,100590,32,28,13,31.6,27.6,11.7,20.1,"£39,788"
208,2664,100591,37,43,22,34.5,36.4,20.4,14.9,"£43,964"
208,2783,100593,29,45,8,28.8,38.9,7.4,14.9,"£40,383"
208,2785,100595,38,50,10,35.8,45.8,10.0,16.8,"£44,042"
208,2794,100597,21,36,2,20.6,31.4,2.0,19.1,"£46,756"
208,2808,100598,25,17,8,23.8,11.3,8.0,17.5,"£43,735"
208,2836,100601,18,29,15,16.9,20.5,8.4,18.7,"£40,691"
208,2868,100604,14,7,5,13.5,5.7,5.0,15.0,"£43,973"
208,2895,100608,15,13,6,12.0,9.1,4.5,19.2,"£46,264"
208,2897,131247,28,20,5,28.0,17.4,4.4,13.1,"£42,382"
208,2898,131340,31,15,4,30.0,13.2,4.0,15.6,"£41,303"
208,2899,131335,38,39,5,37.0,33.1,4.5,17.5,"£42,376"
208,2900,131824,46,41,32,39.7,33.0,21.0,16.9,"£41,611"
208,2901,131874,29,9,7,28.2,7.6,6.9,12.7,"£37,849"
208,2902,100582,35,33,21,34.4,31.9,19.5,18.0,"£41,162"
208,2903,133315,26,26,8,24.8,23.2,7.4,16.9,"£44,547"
208,2905,133584,30,27,10,29.6,21.5,9.6,15.3,"£45,442"
208,3000,133662,28,15,13,26.8,14.0,11.3,14.9,"£42,544"
208,3307,100609,19,27,6,18.5,24.5,5.1,19.1,"£42,326"
208,3324,100610,13,21,2,12.7,20.2,2.0,17.0,"£41,490"
208,3329,100611,11,11,4,9.5,8.3,3.4,21.1,"£44,117"
208,3375,100612,16,15,4,13.0,11.8,3.3,15.9,"£42,205"
208,3403,100613,16,11,4,15.3,9.5,3.0,13.2,"£41,810"
208,3457,100614,14,4,4,12.0,4.0,3.6,15.8,"£50,751"
208,3466,100615,15,16,5,12.7,15.1,4.2,17.8,"£40,914"
208,3491,100616,10,5,3,8.5,4.0,3.0,23.2,"£39,986"
208,3493,100617,15,13,2,13.6,9.1,2.0,17.4,"£42,296"
208,3499,100618,13,10,4,11.6,9.6,3.3,16.6,"£43,832"
208,3502,100619,12,8,5,10.8,5.5,4.0,17.7,"£46,751"
208,3589,100620,11,13,8,8.5,9.7,4.3,22.2,"£39,152"
208,3596,100621,12,12,4,11.6,10.8,4.0,19.2,"£39,442"
